,Q,A,label
22,결혼이 생각했던 것과는 달라서 마음이 아프시겠어요. 혹시 부인에게 이러한 문제로 상처받았다고 얘기해 본 적 있나요?,아니. 그래도 계속 함께할 사이인데 이러한 점은 서로 얘기하며 푸는 것이 낫겠지?,0
23,공부 못하던 친구가 같은 회사에 합격해서 질투가 나시는군요.,걔는 스펙도 낮은데 어떻게 우리 회사에 왔을까? 짜증이 난다.,0
24,위암 말기 소식을 듣고 많이 힘들고 속상하시겠어요.,지금까지 착하게 살아왔다고 생각했는데 큰 병이 생겨서 억울해.,0
25,딸의 말과 행동이 달라 실망하신 것이군요.,선물이 아니라 현금만 주니까 나를 귀찮아하는 것 같아.,0
26,돈 안 갚는 사람 때문에 스트레스를 받으시는군요.,참나. 빌려 달라고 할 때는 금세 갚을 것처럼 빌려 가더니 막상 빌려 주니까 모른 척 하네.,0
27,인간관계에 짜증이 나시는군요.,매번 이렇게 지각하니 말야.,0
28,평소 화가 날 땐 어떻게 푸시나요?,그럴 땐 친구한테 전화해서 남편 욕도 하고 수다도 떨고 하지. 친구 얘기 듣다 보면 사는 게 다 똑같다는 생각에 화가 좀 풀리거든.,0
29,남편 분이 무시하셔서 화가 난 상황이시군요. 앞으로 어떻게 행동하면 좋을까요?,남편한테 무시하는 이유가 뭔지 따져 물어봐야겠어.,0
30,엄마랑 얘기하다가 기분이 상했나보네요. 무슨 일 때문에 그러죠?,그냥 요샌 맨날 내가 하고 싶은 거나 하는 일을 반대만 하고 들을 생각을 안 해.,0
31,부모님의 지갑 사정이 좋지 않았나보네요.,집안 사정이 좋지 않아서 체험학습비가 필요하다고 말씀드려야 하는데 입이 떨어지질 않더라.,0
32,그런 기분이 들게 된 이유를 말씀해주시겠어요?,쉬는 시간에 친구들이 나만 따돌리고 다른 곳으로 가. 내가 무슨 행동을 해도 다 싫어하고 째려봐.,0
33,퇴직금이 기대보다 적어서 실망하셨군요.,퇴직금으로 새로운 사업을 시작하려 했는데 돈이 모자라. ,0
34,구걸하는 사람에게 쉽게 돈을 주시는군요.,하지만 이렇게 남의 시선을 의식하는 내가 싫어.,0
35,아내분이 사망하여 약속을 지키지 못해 많이 속상했겠어요.,혼자 일해서 자식들을 키우는 건 힘들어.,0
36,안 좋은 일 있으셨나요?,그냥 사람들 만나는게 다 무의미 하다고 느껴져.,0
37,성 소수자들의 취업이 쉽지 않다고 생각하시는 군요. 왜 그렇게 생각하시나요?,성 소수자인 친구가 면접을 볼 때 솔직하게 얘기했다가 최종면접에서 계속 떨어졌어.,0
38,무급 휴가를 받으셔서 충격받으셨군요.,전보다 실적도 안좋고 적자가 심하다고 들었었어. 근데 내가 무급 휴가를 가야 할 줄은 상상도 못 했어.,0
39,친구를 질투해서 죄책감이 들었군요.,난 아직도 취업 준비 중이라서 나도 모르게 그렇게 반응했나 봐.,0
40,어떤 점에서 다행이라고 생각하시나요?,연금 저축을 하지 않았으면 돈을 있는 대로 다 써서 지금 한 푼도 없었을 거야.,0
41,돈을 빌리고 갚지 않아 억울하고 속상하시겠어요.,빌릴 때 금방 돌려준다고 해놓고 모르쇠하고 있으니 너무 화가 나.,0
42,무엇이 당황하게 만들었나요? 자세하게 말해주시겠어요?,나는 여태까지 노후 준비를 생각해 본 적이 없는데 친구들은 이미 하고 있어서 부끄럽기도 해.,0
43,아들이 집을 사달라고 해서 화가 나셨군요. 상황을 좀 더 자세히 말씀해주시겠어요?,우리 부부 노후대책도 막막한 걸 뻔히 알면서. 어떻게 그런 말을 하는지 모르겠어.,0
44,무엇 때문에 부끄러우셨나요?,사람들 있는 곳에서 실수로 방귀를 뀌었어.,0
45,오랜만에 만난 친구분이 힘들어 보여 슬픔을 느끼셨군요.,많이 힘들어 보여서 무엇 때문에 힘들어 하는지 쉽게 물어보지도 못했어.,0
46,때리는 친구들을 학폭위에 신고하려고 하는군요.,한 번이 아니라 지속적으로 나를 괴롭혔어.,0
47,물가가 올라서 기분이 좋지 않으시군요.,병원 가기도 무섭다니까.,0
48,따돌림을 보셨나요?,봤어. 진짜 왜 그러는지 이해가 안돼.,0
49,가게가 잘 안된다니 속상할 것 같아요.,가게에 돈도 많이 들었는데 은근 착잡한 기분도 많이 들어.,0
50,장을 볼 때 아끼려고 해서 힘드시군요.,이러면서 사니까 자꾸 회의감이 들어서 힘들어.,0
51,강아지를 키우고 싶으신데 아내가 반대를 하시는군요. 왜 반대하시는지는 아시나요?,예전부터 아내는 동물을 안 좋아했어. 하지만 키우고 싶은 걸 어떡해.,0
52,그럴 때 너무 짜증 나죠. 요즘에 특히 그러는 건가요?,응. 사소한 잡일 도시락 주문 손님 접대 등을 해당 부서 직원한테 지시하지 않고 나한테 시켜. 짜증 나고 흥분하지만 일단은 하고 있는데 계속 이러면 못 참을 것 같아.,0
53,적성에 맞는 게 무엇인지 몰라서 혼란스럽겠어요.,빨리 결정해야 하는데 너무 어려운 문제야.,0
54,많이 화가 나셨나 봐요.,당연하지! 내가 얼마나 열심히 공부했는데. 아무래도 공부가 너무 비효율적인 것 같아.,0
55,정성껏 만든 요리를 부모님이 드시지 않아 속상했겠어요.,맞아. 심지어 바쁘다면서 알아서 먹고 치우라고만 하더라.,0
56,요즘 감정 기복이 심하시군요. 남자친구가 어떤 식으로 이해를 못 해줬나요?,나랑 대화할 땐 적극적으로 공감해주고 위로해줬으면 좋겠는데 그저 항상 내 맘대로 하라고만 하잖아.,0
57,아들이 친구와 싸웠다니 당황스러우셨겠네요.,집에서 그렇게 조용하던 애가 밖에서 싸움질이나 하고 있다니 당황스럽지.,0
58,신입사원과 비교되어 스트레스를 받으셨군요.,요즘 세대들은 나보다 프로그램 사용이 뛰어나니까 스스로 너무 부족하다고 느껴지고 화가 나.,0
59,자신이 한 일이 아니라 속상하셨겠군요. 기분이 어떠신가요.,억울하지만 남편이랑 다시 이야기해 봐야지.,0
60,새아버지의 존재에 대해 방어적이시군요.,그래. 아직 우리 아버지를 잊지 못했는데 어떻게 새아버지를 받아들여야 할지 모르겠어.,0
61,친구가 질투 나시는군요.,응. 아무래도 내가 걔 보다 못생겨서 그런 거 같아.,0
62,싫어하는 사람이 나를 좋아하는 기분이 썩 좋진 않으시군요.,전에 안 좋은 일 있었던 건 싹 잊어버리고 반가운 척을 하니까 더 짜증나.,0
63,명절에 자식들을 한 번에 보지 못해 성가시군요.,그런데 어쩔 수 없다는 걸 알아서 화가 나.,0
64,그러시군요. 어떤 부분이 염려되나요?,불규칙한 내 활동이 걱정돼서 고쳐나가고 싶어.,0
65,발을 밟혀서 굉장히 불쾌하시겠어요. 그 분에게 먼저 말을 해보았나요?,아니. 먼저 사과도 안하고 저런 태도는 처음이야.,0
66,마음이 매우 힘드시겠군요. 아내를 위로해 주는 방법이 있을까요?,그냥 계속 좋은 이야기를 많이 하는 게 좋을 것 같아.,0
67,여자친구가 바람을 피워 헤어지셨군요.,진짜 배신 당한 기분이야. 어떻게 바람을 필 수 있어?,0
68,친구가 일을 같이하자고 권유하고 계시는군요.,나는 다단계 건강식품을 판매하는 일을 할 생각이 없어.,0
69,친구 일 때문에 찜찜하시군요.,뭔가 그런 친구들이 말을 걸면 의도가 분명히 있는 것만 같아서 싫어.,0
70,과도한 업무를 혼자서 처리하셔야 한다니 당혹스러웠겠군요.,적어도 보조 해줄 사람이 한 명은 필요할 것 같아. 혼자서는 무리야.,0
71,주변에서 친구 전화번호를 사용자님에게 물어봐서 기분이 안 좋았겠어요.,그니까 말이야 물어보고 싶으면 직접 물어보든지 왜 굳이 나한테 물어보는 거야 나만 기분 나쁘잖아.,0
72,배에서 계속 소리가 나서 당황스러우셨겠어요.,속이 안 좋아서 소리가 났던 것 같아.,0
73,건강의 회복이 어려워서 좌절을 하셨군요.,내 친구는 나보다 더 많이 마시는데도 멀쩡한데 나는 왜 건강에 문제가 있는지 화가 나더라고.,0
74,자식들이 끝내 집 주소를 알려주지 않아 많이 속상하시겠어요.,어떻게 다 키워놓았더니 저렇게 나를 배신하는지. 속이 터져.,0
75,남편의 벌이가 좋지 않은가 봐요.,한 달 벌어 한 달 쓰는 게 고작이야. 돈 한 번 펑펑 써보고 싶어.,0
76,그렇겠군요. 지금 그런 고민을 많이 하실 연령대이신가 보네요.,아내는 그런 나의 마음도 모르고 조바심이 생겨서 그러는지 채근하듯이 은퇴 후의 생활에 관하여 물어보는 횟수가 점점 늘고 있어.,0
77,선생님의 그런 모습에 속이 상하셨군요.,나도 성적을 올리면 선생님이 챙겨 주실까?,0
78,어떤 일로 억울한 감정을 느끼셨나요?,내가 하지 않은 업무인데 내가 한 거라고 의심을 받았어.,0
79,친구의 갑작스러운 도움 요청에 당혹스러우셨을 것 같아요. 어떤 이유였는지 여쭤봐도 될까요?,너무 다급해 하기에 일단 백만 원을 송금해 줬어. 근데 석 달째 연락이 아예 안 닿아.,0
80,믿었던 사람이 사기꾼이라는 사실에 많이 놀라고 화나셨겠어요.,내가 얼마나 우스웠으면 나를 챙겨주면서 내 재산을 가로채다니 내가 바보였어. 정말 속상해.,0
81,연차를 사용할 시간이 없어 피곤하시겠어요.,다른 사람들은 연차도 내고 쉬다 오는데 나는 못 쉬고 일만 하게 생겼어.,0
82,결혼 준비가 복잡해서 귀찮으신가 봐요. 어떻게 하면 좋을까요? ,하나하나 내가 다 처리해야 하니까 너무 귀찮아. ,0
83,간이식 순서가 밀려나서 마음이 급해지셨군요.,그냥 기다려야 할지 다른 병원으로 옮길지 고민이야.,0
84,무슨 일이 있으셨군요. 구체적으로 어떤 상황인지 말씀해주시겠어요?,마스크를 안 썼길래 지하철에서는 써야 한다고 얘기했지.,0
85,아드님의 학업 문제로 화가 많이 나시겠어요.,반에서 꼴등을 해서 화를 냈더니 이후로 전혀 말을 안 해.,0
86,어떤 힘든 일이라도 있으신가요?,하나부터 열까지 신경을 써야 해서 번거롭고 귀찮더라고. 곧 재무 설계를 받아볼 생각이야.,0
87,여자친구 분과의 일 때문에 많이 화가 나셨군요. 조금 더 자세히 말씀해 주시겠어요?,집에서 말다툼을 하다가 내가 준 것들을 전부 쓰레기통에 버렸어.,0
88,형제가 없어서 외로움을 느끼시나 봐요.,종종 다른 친구들이 하는 형제에 관해 이야기를 듣다 보면 내가 혼자 동떨어진 것 같기도 해.,0
89,저런 많이 긴장하셨나 보네요.,맞아. 아무래도 이번 면접은 떨어질 것 같아.,0
90,무엇이 화가 나게 만들었나요?,명절 보너스를 당연히 현금으로 받을 줄 알았는데 싸구려 선물세트를 주니 완전 열 받아.,0
91,아내 분의 사고로 상처가 크시겠어요.,아내를 죽인 남자가 정말 원망스럽고 복수하고 싶어.,0
92,오빠의 잦은 심부름에 성가심을 느끼시는군요.,응. 다 내 탓이야.,0
93,매번 늦게 나오는 친구 때문에 속상하시겠어요.,처음에야 몇 번은 내 시간 아깝다고 일찍 다니라고 얘기해봤지. 그런데 소용이 없어.,0
94,부모님께서 자꾸만 약속을 지키지 않으셔서 실망스러우시겠어요.,이번 약속만큼은 꼭 지켜주실 거라 믿었는데.,0
95,공부를 열심히 했는데 성적이 잘 안 나와서 슬프시군요.,난 스스로 해서 이루고 싶은데 자꾸 한계가 느껴지네.,0
96,친구가 없는 것 같아서 외로우시군요. 어떤 것이 외로움을 덜 느끼는 데 도움이 될까요?,혼자서 할 수 있는 재미있는 취미가 있으면 좋을 것 같아.,0
97,나이 때문에 어린 분들이 무시해서 속상하겠어요.,나도 젊었을 때 능력이 있었는데 인정받지 못해 화가 나.,0
98,친구가 점수가 더 높게 나와서 속상하셨군요. 무엇 때문에 친구분이 더 높은 점수를 맞았다고 생각하시나요?,나는 단조로운 곡을 해서 그런가 봐. 친구는 빠른 템포에 경쾌한 곡이었거든. 다음에는 나도 경쾌한 곡을 정해야겠어.,0
99,의사 분의 말에 정말 마음에 상처를 받으셨군요. 더 자세히 말씀해 주시겠어요?,그냥 요양이나 하면서 기적적으로 완화되는 것 말고는 방법이 없대. 시한부 인생이네.,0
100,남자 친구와 헤어진 이유가 창피하시군요.,어릴 때부터 친하게 지내던 친구랑 바람이 났대. 사귈 때부터 느낌이 안 좋았는데 역시나 이런 일이 생겼네.,0
101,친구의 말에 화가 나셨군요.,조금 이해해주면 안되나?,0
102,마음이 너무 아프시겠어요. 어떻게 하면 이 상황을 극복할 수 있을까요?,우선은 이혼 전문 변호사와 상담을 해 볼 생각이야.,0
103,일도 힘드신데 집안일까지 하시게 된다면 많이 힘드시겠어요.,맞아. 나눠서 하면 모를까 전부 다는 할 수가 없어.,0
104,무슨 일 있으세요?,대학 졸업할 시기가 다가오는데 친구들은 취업 준비도 안 하고 놀 궁리만 해.,0
105,친구를 믿고 투자했는데 망해서 속상하셨겠어요.,그래 놓고 친구는 나보다 덜 투자해서 손해를 덜 봤어. 배신감이 드네.,0
106,제일 하고 싶은 거 없으세요?,해외여행은 가보고 싶긴 해.,0
107,친구들이 나만 두고 여행을 갔군요.,그냥 차라리 말을 하고 여행을 갔으면 이것보다는 덜 서러웠을 거야.,0
108,남자 친구한테 여우짓 하는 과 동기 때문에 스트레스를 많이 받겠어요.,내 남자 친구랑 나랑 같이 있는데도 옆에 와서 은근히 스킨십하고 장난치고 그럴 때마다 화가 솟구쳐.,0
109,자식 분들이 아내의 건강만 신경 쓰는 것 같아 기분이 좋지 않으셨군요.,자식들이 아내에게 하는 것의 반만이라도 내게 해주면 좋겠어.,0
110,당뇨 예방을 위해 못 먹은 음식들이 너무 많아져서 고민이시겠어요.,내가 좋아하는 음식들을 다 먹지 말라고 하니깐 화가 나네 아무리 당뇨예방을 위해서라고 해도 말이야.,0
111,따돌림 때문에 마음이 아프시군요.,이 따돌림 당하고 있는 상황을 벗어나고 싶어.,0
112,처음 의도와는 다르게 학교폭력 가해자로 몰리게 되셨군요.,피해받은 친구에게 많이 미안해하고 있어.,0
113,동생한테 미안한 일이 있으셨나 봐요.,동생이 나 대학원 가라고 전 재산을 보태줘서 빈털터리가 됐어.,0
114,남자친구와 헤어져서 속상하시겠네요.,그런데 인사도 없이 일방적으로 연락이 끊다가 헤어지자고 통보하니 화도 나고 속상해. 어떻게 그럴 수가 있지?,0
115,아빠가 아직까지 오지 않으셨군요. 속이 타시겠어요.,분명 약속했는데 지키지 않는 아빠에게 화가 나.,0
116,직장 동료가 오늘 지각을 해서 한심해 보이시는군요.,매일 늦게 오니까 그 사람 일을 내가 더 해야 해.,0
117,일을 더 하고 싶으셨는데 권고사직을 당하셨군요. 정말 상처가 크시겠어요.,난 아직 충분히 더 일할 능력이 된다고 생각했는데 나만의 생각이었나 봐.,0
118,길거리에서 담배를 피우는 사람들 때문에 짜증이 나시는군요.,왜 법을 안 지키는 거야? 그런 사람들은 진짜 폐암 걸려봐야 해.,0
119,갑자기 친구가 연락하지 말라고 해서 혼란스러우셨군요. 혼란스럽게 느끼신 이유가 있나요?,원래 평소에 예민한 친구긴 해. 그래도 갑자기 이렇게 연락하지 말라고 해버릴 줄은 몰랐어.,0
120,친했던 친구가 나의 따돌림에 가담을 해서 많이 속상하겠군요.,그 친구만은 내 편일 줄 알았는데 어떻게 해야 할지 모르겠어.,0
121,말을 안거는 이유가 무엇 때문이라 생각하세요?,엄마가 나만 이뻐해서 질투하는 것 같아.,0
122,체육복을 빌려간 친구가 체육복을 잃어버려서 정말 화가 날 것 같아요.,그 친구는 체육복만이 아니라 내 물건을 빌리면 제대로 안 돌려줘. 너무 무책임해.,0
123,남자친구의 배신으로 화나고 힘드시겠어요.,배신감에 분노를 참을 수가 없어.,0
124,친하지 않던 친구가 갑자기 보험가입을 권유하여 당황스러우셨겠군요.,날 그렇게 싫어하던 친구였는데 이제 와서 보험에 가입하라는 건 무슨 심보인 건지.,0
125,친구분이 준비를 잘하셨나 보네요.,남들 술집 가서 돈 쓸 때 조금씩 아껴서 모았다니. 거참 부럽네.,0
126,만족스러운 삶에 대해 고민하시나 봐요.,누구나 한번 죽는데 죽음 앞에 자유로워지고 싶다.,0
127,무슨 제약이 많을까요?,건강에 안 좋으니 하면 안 되고 타인에게 해를 주니 안 되고. 등등 건강은 본인이 알아서 지켜야 할 것을.,0
128,약 드시는 문제로 술을 못 드시는군요.,나는 술자리를 정말 좋아하는데 다 못 가게 되어버리니 우울하고 화가나.,0
129,면접에서 좋은 결과를 얻지 못해 속상하셨겠어요.,응. 이번에는 꼭 합격할 거로 생각해서 더 화나고 아쉬운 것 같아. ,0
130,동생의 행동에 혐오스러운 감정을 느끼셨군요.,내 동생이 남의 물건을 뺏고 괴롭히고 한다는 게 너무 꼴 보기 싫어.,0
131,검사 결과가 나와서 자녀들의 생각이 틀렸다는 걸 증명할 수 있게 되었네요.,하지만 자녀들은 검사 결과까지도 의심해. 어디서부터 잘못된 걸까?,0
132,아내와 병원에 가려는데 버스가 안 오는군요.,시간에 맞춰가야 검사를 진행할 수 있는데 삼십 분 넘게 버스가 안 오고 있어.,0
133,알고 나신 후에 많이 당황하셨겠어요.,응. 바로 고쳐 달긴 했지만 내가 이런 실수한 게 너무 부끄러워.,0
134,여자 친구분이 신경도 안 쓰셔서 서운하시군요.,술자리에서 다른 선배를 챙겨야 하는 건 어쩔 수 없지만 내 쪽을 보지도 않아서 좀 섭섭해.,0
135,조금 더 구체적으로 이야기해 주실래요?,아내가 날 무시하는 거 같아서 자존심 상했어.,0
136,어떤 일 때문에 싸우셨나요?,남자친구가 결혼하자는데 자기는 돈이 없으니 나 혼자만 대출받아서 집을 사라잖아. 대출도 같이 받아야 하는 거 아니야?,0
137,부장님이 잘못됐다고만 하셔서 짜증이 나시겠어요. 그럴 때 부장님한테 어떻게 이야기하세요?,내 의견을 다시 이야기하고 계속 회의 중에 싸워.,0
138,손자들을 오래 맡으셔서 많이 성가시겠어요.,일주일에 오 일을 맡겨 놓아서 너무 힘들어.,0
139,대화가 잘 안 통해서 많이 속상하시군요.,젊은 친구들이 어떤 생각을 하는지 도통 모르겠어. 정말 골치 아프다니까.,0
140,남자친구랑 문제가 있는 것으로 보여요. 저에게 말씀해 주실 수 있나요?,남자친구는 밖에서 데이트하는 걸 귀찮아하고 나한테 화를 낼 때가 정말 많아. 난 감정 쓰레기통이 아닌데 너무 괴롭고 사랑받지 못하는 기분이 들어.,0
141,영업정지라니 어쩌다 이렇게 된 걸까요?,미성년자 손님에게 술을 팔았어. 그런데 최 씨는 미성년자인 줄 몰랐대.,0
142,고민이 많으시군요. 그런데 왜 가족들한테 털어놓을 수 없나요?,우리 가족들은 내 고민을 듣는 순간 공감은커녕 물어뜯으려고 할 거야.,0
143,회사 내부고발자가 되셨는데 결과적으로 퇴사를 당하시게 되어 상심이 크셨군요.,이러려고 용기를 낸 것이 아닌데 너무 화가 나고 상처를 받았어.,0
144,눈물이 나는 이유가 있으신가요?,노후자금을 다 잃어버렸어.,0
145,매우 걱정스러우시겠어요. 어떤 상황인지 더 자세하게 말씀해주시겠어요?,평생 가난하게 살아와서 이젠 더 이상 대줄 수가 없어.,0
146,맞게 푼 문제를 틀리게 되어 화가 나시겠어요.,한 번 더 확인해 보지 않은 내가 너무 짜증 나고 화나. 너무 화가 나서 눈물까지 나더라.,0
147,동생 분과 연락을 끊게 되어 마음이 불편하시겠어요.,아무리 친동생이지만 정도를 모르는 동생이 한심해.,0
148,상사에게 부하를 잘 관리하지 못했다는 핀잔을 들어 속상했군요.,내가 잘못한 것이 아닌데 내 말은 들어주지도 않아 답답해.,0
149,갑작스런 실장님의 말씀에 황당하셨을 것 같아요.,해결이 어려운 일을 모두 나에게 떠맡기는 것 같아서 속상해.,0
150,돈을 가져올 사람이 누구인가요?,아내야. 월급날도 지났는데 왜 안 넣는지 다시 재촉해야겠네.,0
151,시험에 응시하시는군요. 어떻게 하면 마킹 실수를 하지 않을까요?,마킹을 하고 다시 한번 확인을 하고 문제를 풀어야겠어.,0
152,남자친구의 허세에 부끄러우시군요.,남자친구에게 말하고 싶은데 어려워.,0
153,상담을 받으셨군요. 좀 더 얘기해 주세요.,은퇴할 때도 다가오고 해서 재정 문제랑 노후에 대해서 상담을 받았지.,0
154,공부의 노력을 친구가 비아냥대서 기분이 상했겠군요.,공부도 못 하면서 비아냥대는데 너무 화가 나.,0
155,의논도 없이 남편분 혼자 결정 후 적금을 해약해서 기분이 어떠셨나요?,너무 상처받았어. 우리가 노후에 여행 가려고 모아둔 돈인데 그걸 나한테 한마디 말도 없이 어떻게 그럴 수 있는 거지?,0
156,친구의 갑작스러운 행동에 많이 당황했겠어요.,내게 얻어먹을 거면 나에게 부탁하면 되지. 아주 멋대로야.,0
157,피곤하고 짜증 나는 하루를 보내셨군요.,응. 내가 원래 대인관계를 힘들어하는 사람이 아닌데 오늘은 정말 짜증이 났어.,0
158,부하직원에게 심하게 주의를 줘서 후회하시는군요. 어떻게 하셨어요?,업무 외적인 말까지 한 것은 지나쳤던 것 같아.,0
159,명예퇴직 대상이라서 많이 억울하시군요. 회사는 얼마나 다니셨나요?,삼십 년 되었어. 난 아직 젊은데 명예퇴직 대상이라는 게 말이 돼?,0
160,몸을 챙길 시간이 없으신가요?,내 한 몸 희생하더라도 가족을 먹여 살려야지.,0
161,들어간 회사에서 어려움을 겪고 계시는군요. 처음부터 혼자서 많은 일을 맡아야 하니 힘드시겠어요.,상사들도 다들 자기 업무 수행하기 바빠서 계속 물어보기도 눈치가 보여.,0
162,왜 그러시는 자세히 얘기해주시겠어요?,밖에서도 집에서도 시달리기엔 너무 괴로워.,0
163,여자친구분이랑 다투어서 속상하시겠어요. 혹시 왜 다투셨는지 물어봐도 될까요?,내가 자주 연락을 하지 않는다고 화를 내서 싸웠어. 난 분명히 자주 연락을 한다고 생각하는데 말이야.,0
164,생태계가 파괴되고 있다는 소식에 슬프셨군요.,어떻게 하면 생태계에 도움이 될 수 있을까?,0
165,사람들이 배려를 안했군요. 무슨 일이 있으신가요?,다들 자기주장이 맞는다고 생각하고 내 말은 듣지를 않아.,0
166,사소한 일에 짜증내고 화를 내시는군요. 요즘 무슨 일이 있으셨나요?,사는데 스트레스가 왜 없겠어. 늘 상 있지,0
167,자식의 갑작스러운 요청 때문에 많이 당황스러웠겠어요.,결혼 자금이 한두 푼 하는 것도 아니고. 이대로 자식과 대판 싸워야겠어.,0
168,연락이 없어 답답하시겠어요.,보고서 수정본 파일이 필요해서 연락했는데 감감무소식이야. 속이 타 죽겠어.,0
169,매일 밥을 해줘야 해서 성가신가 보군요.,귀찮긴 하지만 그래도 매일매일 얼굴을 보고 있으니까 좋긴 하지 보고 있으면 행복해.,0
170,지금은 얘기하고 싶지 않는데 계속 말을 거시는군요. 아버지가 어떻게 해주셨으면 좋으시겠어요?,내가 대화하기 싫을 땐 아버지가 말을 안 걸어줬으면 좋겠어.,0
171,괴롭힘당하는 친구가 도움을 청할 거라고 자신하시는군요.,당연하지. 누가 나에게 도움을 안 청하겠어?,0
172,증상이 나타날 때마다 약이 필요해서 성가시겠어요.,약 먹는 데 물이 필요하니까 매번 마실 물 찾기도 지쳤어.,0
173,직장 상사가 입사 동기랑 비교해서 기분이 안 좋으시겠어요.,내가 잘하는 것도 있고 못 하는 것도 있는데 못하는 부분만 동기랑 비교하면서 나를 자꾸 갈구네.,0
174,학폭위에서 결정한 사항 때문에 화가 나시겠어요.,학폭위는 나한테 전혀 도움이 되지를 않네.,0
175,그렇군요. 그 친구는 어떻게 성가시게 하나요?,자꾸 본인의 부탁을 들어달라고 보채. 그래서 너무 화가 나.,0
176,형이 사고가 나서 큰 충격을 받으셨겠어요.,아빠 차를 몰래 타고 간 거라서 아빠가 화가 많이 나셨어. 나는 난처한 입장이야.,0
177,어떤 일이 있으셨어요?,매일 의견이 안 맞아서 싸우게 되는데 헤어져야 하는 것인지. 너무 힘들어.,0
178,애인이 약속을 잊어버려서 속상하셨겠어요.,응. 내가 여러 번 오늘 약속 있다고 얘기했는데도 까먹은 거야. 너무 화가 나.,0
179,동생 때문에 걱정이시군요. 어떻게 하면 동생을 도와주는 데 도움이 될까요?,내 말도 잘 안 듣지만 진지하게 그러면 안된다고 언니로서 말해봐야겠어.,0
180,우연히 만난 아주머니가 대출을 권유해서 화가 나시는군요.,무시하고 지나가도 자꾸 대출받으라고 하고. 그냥 확 대출을 받아?,0
181,말과 행동이 다른 모습에 상처를 받았겠군요. 큰 배신감이 들 것 같아요.,해고된 회사에 뭐라고 할 수도 없고 답답해.,0
